tick,wind,sun,s2,s3,s4,s6,s7,s8,s9,sB,sC,sD,sE,sF,sG,sH,sI,sJ,sK,sM,sN,sO,a1,a2,a3,a4,a5,a6,a7,a8,a9,aA,aC,aD,aE,aF,aG
50,5.354596647129193,0.3343192551788593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1392066264525056,4.108244902454317,3.836466930806637e-3,2.7967843925580382,0.15912519302219152,0.0,2.2614182671532035,0.12035190593451262,0.21827872842550278,0.1388374948874116,7.486960384994745e-2,0.0,8.579227142035961e-3,3.0691735446453094e-2,1.1977390386164188e-2
51,5.181651383514556,-0.45941117176337065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4971737982705235,2.9426749097183347,2.3242319002747536e-3,1.964271068572998,8.147209882736206e-2,0.0,1.3159081572666764,0.12035190593451262,9.581912308931351e-2,6.863381713628769e-2,3.8333237171173096e-2,0.0,1.7462298274040222e-3,1.617183443158865e-2,4.791654646396637e-3
52,5.408598748668744,-0.14050916557748916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0724033927544951,1.7462298274040222,1.7462298274040222e-3,1.2730015441775322,2.124637831002474e-2,0.0,0.7366907084360719,6.275426130741835e-2,1.859385520219803e-2,4.25887992605567e-2,1.3969838619232178e-2,0.0,1.1175870895385742e-4,5.893525667488575e-3,8.940696716308594e-4
53,4.29973706608564,5.506710564012751e-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8609594078734517,1.8531130626797676,8.579227142035961e-3,0.8609594078734517,8.579227142035961e-3,0.0,0.5252013215795159,3.8333237171173096e-2,1.1977390386164188e-2,2.7284841053187847e-2,3.836466930806637e-3,0.0,1.7462298274040222e-6,8.940696716308594e-4,0.0
54,5.110431782087116,-0.323272139429302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43663952965289354,1.1900067329406738,1.1175870895385742e-4,0.457763671875,2.3242319002747536e-3,0.0,0.3233895404264331,2.7284841053187847e-2,2.3242319002747536e-3,3.0174851417541504e-3,1.3969838619232178e-5,0.0,0.0,0.0,0.0
55,5.116338216772362,2.8753403325679328e-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5736522143706679,1.1106999590992928,1.3969838619232178e-5,0.43663952965289354,3.771856427192688e-4,0.0,0.457763671875,3.0691735446453094e-2,5.989568307995796e-4,2.3242319002747536e-3,0.0,0.0,0.0,0.0,0.0
56,5.070525813678895,0.3154307254380767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624994863756001,1.404592185281217,1.3969838619232178e-5,0.5490705370903015,3.771856427192688e-4,0.0,0.457763671875,4.71482053399086e-2,2.1827872842550278e-4,3.0174851417541504e-3,0.0,0.0,1.7462298274040222e-6,1.3969838619232178e-5,0.0
57,5.212329641737173,0.18594653030649377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7366907084360719,1.6943650553002954,1.7462298274040222e-6,0.5736522143706679,1.1175870895385742e-4,0.0,0.3586389357224107,3.437104169279337e-2,8.940696716308594e-4,3.0174851417541504e-3,1.7462298274040222e-6,0.0,0.0,1.7462298274040222e-6,0.0
58,7.246849926400389,0.32471836482720673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.928018125705421,2.3242319002747536,1.7462298274040222e-6,0.6793130887672305,8.940696716308594e-4,0.0,0.43663952965289354,3.8333237171173096e-2,5.893525667488575e-3,1.7462298274040222e-3,1.7462298274040222e-6,0.0,0.0,0.0,1.7462298274040222e-6
59,6.258108818615172,0.2610957351358931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1392066264525056,4.999958910048008,2.3242319002747536e-3,2.079787664115429,0.12035190593451262,0.0,1.8531130626797676,0.2054421929642558,5.7220458984375e-2,2.7284841053187847e-2,1.617183443158865e-2,0.0,2.1827872842550278e-4,8.940696716308594e-4,1.7462298274040222e-3
60,6.5326180427551375,0.8814138857607655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.079787664115429,5.776439211331308,1.1977390386164188e-2,2.1392066264525056,0.1812988193705678,0.0,1.6435375437140465,0.2599734580144286,6.863381713628769e-2,3.8333237171173096e-2,1.859385520219803e-2,0.0,3.771856427192688e-4,1.7462298274040222e-3,7.152557373046875e-3
61,6.9208791311715885,1.1602911098741027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3242319002747536,5.776439211331308,1.1977390386164188e-2,2.021479303948581,0.23163913283497095,0.0,1.908152480609715,0.39636099245399237,8.845177944749594e-2,6.275426130741835e-2,4.25887992605567e-2,0.0,1.2730015441775322e-3,2.3242319002747536e-3,1.3969838619232178e-2
62,6.6788832095068,2.5042012824518665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7256831526756287,6.012183730490506,1.3969838619232178e-2,2.453327178955078,0.27496833354234695,0.0,2.7967843925580382,0.3771856427192688,0.1388374948874116,8.845177944749594e-2,6.275426130741835e-2,0.0,2.3242319002747536e-3,7.152557373046875e-3,1.3969838619232178e-2
63,6.0071594500329555,2.838322947216068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.964271068572998,5.776439211331308,1.3969838619232178e-2,2.1997466683387756,0.3771856427192688,0.0,2.2614182671532035,0.39636099245399237,0.1035846071317792,0.11175870895385742,6.863381713628769e-2,0.0,8.579227142035961e-3,7.152557373046875e-3,1.3969838619232178e-2
64,5.788974459847446,2.9225370321232607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1171875,0.0,0.0,0.1171875,0.1171875,0.0,1.544952392578125,4.895068123005331,1.1977390386164188e-2,1.3597682118415833,0.24553388357162476,0.0,1.6435375437140465,0.27496833354234695,8.147209882736206e-2,6.275426130741835e-2,5.2021932788193226e-2,0.0,7.152557373046875e-3,3.0174851417541504e-3,1.859385520219803e-2
65,4.913205405068443,3.9047256166295163,5.859375e-2,0.17578125,0.3662109375,0.3662109375,0.7470703125,0.8642578125,0.6884765625,0.2490234375,0.7470703125,0.9375,0.8056640625,0.4248046875,0.556640625,1.0546875,1.2451171875,0.9521484375,0.17578125,1.1865234375,1.201171875,0.99609375,1.3159081572666764,4.016272723674774,8.579227142035961e-3,0.9984715143218637,0.1812988193705678,0.0,1.1106999590992928,0.2599734580144286,6.863381713628769e-2,5.7220458984375e-2,2.7284841053187847e-2,0.0,4.791654646396637e-3,4.791654646396637e-3,1.3969838619232178e-2
66,4.864723982301498,3.997463642212687,5.859375e-2,0.17578125,0.3662109375,0.3076171875,0.7470703125,0.8642578125,0.6884765625,0.2490234375,0.7470703125,0.9375,0.8056640625,0.4248046875,0.556640625,1.0546875,1.2451171875,0.9521484375,0.1171875,1.1865234375,1.201171875,0.99609375,1.0724033927544951,2.6557972887530923,1.7462298274040222e-3,0.5989568307995796,9.581912308931351e-2,0.0,0.7366907084360719,0.1388374948874116,3.0691735446453094e-2,4.25887992605567e-2,1.1977390386164188e-2,0.0,2.3242319002747536e-3,3.0174851417541504e-3,5.893525667488575e-3
67,5.901172063760876,5.394736774128266,1.494140625,1.69921875,1.81640625,1.6259765625,2.1826171875,2.2998046875,2.1533203125,1.5087890625,2.1826171875,2.3876953125,2.197265625,1.6845703125,1.81640625,2.5048828125,2.7392578125,2.40234375,1.376953125,2.6220703125,2.7099609375,2.4462890625,0.8609594078734517,1.6943650553002954,8.940696716308594e-4,0.4161754623055458,6.275426130741835e-2,0.0,0.5989568307995796,6.863381713628769e-2,1.617183443158865e-2,2.124637831002474e-2,5.893525667488575e-3,0.0,1.1175870895385742e-4,8.940696716308594e-4,8.940696716308594e-4
68,5.800526378625579,6.141328641303927,2.314453125,2.51953125,2.6953125,2.3291015625,3.0029296875,3.1787109375,2.9736328125,2.2119140625,2.9443359375,3.2080078125,3.017578125,2.431640625,2.5634765625,3.3251953125,3.6181640625,3.2373046875,2.138671875,3.4423828125,3.603515625,3.2666015625,1.1900067329406738,2.2614182671532035,5.893525667488575e-3,0.5989568307995796,3.8333237171173096e-2,0.0,1.1498975800350308,9.581912308931351e-2,3.8333237171173096e-2,3.0691735446453094e-2,8.579227142035961e-3,0.0,2.1827872842550278e-4,3.0174851417541504e-3,5.989568307995796e-4
69,4.172979569403479,6.529518626161544,2.6953125,2.9736328125,3.0615234375,2.7099609375,3.4423828125,3.6181640625,3.3544921875,2.51953125,3.3251953125,3.6474609375,3.45703125,2.8125,2.8857421875,3.69140625,3.9990234375,3.6181640625,2.4462890625,3.8818359375,4.04296875,3.7060546875,1.2730015441775322,2.6557972887530923,4.791654646396637e-3,0.7076142355799675,8.845177944749594e-2,0.0,1.1106999590992928,0.12035190593451262,5.2021932788193226e-2,2.124637831002474e-2,1.3969838619232178e-2,0.0,4.71482053399086e-5,2.3242319002747536e-3,3.771856427192688e-4
70,5.28290169597195,7.757992671822215,3.8232421875,4.2333984375,4.2626953125,3.779296875,4.5703125,4.8046875,4.5703125,3.5302734375,4.51171875,4.775390625,4.599609375,3.8671875,3.9404296875,4.892578125,5.244140625,4.8193359375,3.45703125,5.0830078125,5.244140625,4.9072265625,0.6517767906188965,1.7462298274040222,1.1175870895385742e-4,0.4795583663508296,4.25887992605567e-2,0.0,0.624994863756001,5.2021932788193226e-2,2.124637831002474e-2,8.579227142035961e-3,4.791654646396637e-3,0.0,0.0,2.1827872842550278e-4,1.3969838619232178e-5
71,4.834402195136104,9.352369837230883,5.390625,5.8154296875,5.830078125,5.15625,6.1376953125,6.4306640625,6.09375,4.86328125,5.9619140625,6.357421875,6.1083984375,5.244140625,5.33203125,6.4013671875,6.8701171875,6.3427734375,4.8486328125,6.5771484375,6.884765625,6.4892578125,0.6793130887672305,1.7991423374041915,0.0,0.43663952965289354,3.437104169279337e-2,0.0,0.5252013215795159,5.2021932788193226e-2,1.3969838619232178e-2,4.791654646396637e-3,1.2730015441775322e-3,0.0,0.0,1.7462298274040222e-6,4.71482053399086e-5
72,4.007872780810954,9.660240949783878,5.5810546875,6.005859375,6.0205078125,5.2880859375,6.328125,6.62109375,6.2841796875,4.9951171875,6.1376953125,6.5478515625,6.298828125,5.361328125,5.44921875,6.5771484375,6.9873046875,6.533203125,4.9658203125,6.767578125,7.0751953125,6.6796875,0.5252013215795159,1.544952392578125,1.7462298274040222e-6,0.3586389357224107,1.0184012353420258e-2,0.0,0.457763671875,4.71482053399086e-2,1.0184012353420258e-2,2.3242319002747536e-3,3.771856427192688e-4,0.0,0.0,0.0,1.1175870895385742e-4
73,5.724197604567902,11.173794899681615,7.0166015625,7.587890625,7.529296875,6.6064453125,7.8369140625,8.115234375,7.7490234375,6.2548828125,7.587890625,8.056640625,7.7490234375,6.73828125,6.767578125,8.02734375,8.5546875,7.998046875,6.2255859375,8.2763671875,8.6572265625,8.1884765625,0.3586389357224107,1.1106999590992928,1.7462298274040222e-6,0.2599734580144286,3.836466930806637e-3,0.0,0.24553388357162476,3.437104169279337e-2,5.893525667488575e-3,3.771856427192688e-4,0.0,0.0,0.0,0.0,1.3969838619232178e-5
74,5.265194991102452,12.687472036329817,8.2177734375,8.84765625,8.84765625,7.7490234375,9.0234375,9.43359375,8.9501953125,7.3388671875,8.7744140625,9.31640625,9.0087890625,7.8076171875,7.8369140625,9.287109375,9.873046875,9.2724609375,7.3095703125,9.5361328125,9.990234375,9.4482421875,0.624994863756001,1.7991423374041915,0.0,0.5020340904593468,7.152557373046875e-3,0.0,0.457763671875,6.863381713628769e-2,1.0184012353420258e-2,5.893525667488575e-3,2.1827872842550278e-4,0.0,0.0,1.1175870895385742e-4,1.1175870895385742e-4
75,6.0153360319139155,13.486222588258126,8.90625,9.609375,9.5361328125,8.3056640625,9.78515625,10.1220703125,9.6533203125,7.91015625,9.462890625,9.9462890625,9.638671875,8.4375,8.466796875,9.9755859375,10.5615234375,9.9755859375,7.939453125,10.224609375,10.693359375,10.13671875,0.457763671875,2.021479303948581,0.0,0.5490705370903015,1.617183443158865e-2,0.0,0.4161754623055458,6.275426130741835e-2,5.893525667488575e-3,3.0174851417541504e-3,2.1827872842550278e-4,0.0,0.0,0.0,1.2730015441775322e-3
76,5.205949765717673,14.329681094975088,9.7265625,10.5029296875,10.341796875,9.0673828125,10.60546875,10.986328125,10.546875,8.5986328125,10.283203125,10.83984375,10.517578125,9.1845703125,9.2138671875,10.78125,11.4990234375,10.7958984375,8.6279296875,11.103515625,11.6455078125,11.015625,0.8940696716308594,2.7256831526756287,1.7462298274040222e-6,0.8609594078734517,2.7284841053187847e-2,0.0,1.1106999590992928,6.863381713628769e-2,2.4139881134033203e-2,1.3969838619232178e-2,1.7462298274040222e-3,0.0,0.0,1.1175870895385742e-4,2.3242319002747536e-3
77,5.791451214664404,14.175147134384959,9.5947265625,10.3125,10.224609375,8.935546875,10.4150390625,10.810546875,10.3564453125,8.466796875,10.166015625,10.6494140625,10.3271484375,9.052734375,9.0234375,10.60546875,11.30859375,10.60546875,8.49609375,10.9130859375,11.455078125,10.83984375,0.6517767906188965,2.6557972887530923,0.0,0.6793130887672305,2.7284841053187847e-2,0.0,0.928018125705421,4.71482053399086e-2,2.4139881134033203e-2,1.617183443158865e-2,1.2730015441775322e-3,0.0,0.0,1.3969838619232178e-5,2.3242319002747536e-3
78,6.305901701856545,14.592147372581637,9.90234375,10.693359375,10.5322265625,9.2578125,10.78125,11.1767578125,10.6640625,8.73046875,10.4736328125,11.015625,10.6494140625,9.375,9.345703125,10.9716796875,11.6748046875,10.986328125,8.818359375,11.220703125,11.8212890625,11.1474609375,0.928018125705421,2.8691114857792854,1.7462298274040222e-6,0.8286768570542336,8.147209882736206e-2,0.0,1.0724033927544951,9.581912308931351e-2,3.0691735446453094e-2,2.4139881134033203e-2,7.152557373046875e-3,0.0,0.0,1.2730015441775322e-3,3.836466930806637e-3
79,3.530760478283746,14.10794941137752,9.5947265625,10.3125,10.166015625,8.935546875,10.4150390625,10.810546875,10.3564453125,8.466796875,10.166015625,10.6494140625,10.3271484375,9.052734375,9.0234375,10.60546875,11.30859375,10.60546875,8.49609375,10.8544921875,11.455078125,10.83984375,1.4503905549645424,3.748612361960113,0.0,1.4503905549645424,0.1388374948874116,0.0,1.2310378951951861,0.14875084161758423,3.437104169279337e-2,3.437104169279337e-2,2.124637831002474e-2,0.0,0.0,8.940696716308594e-4,7.152557373046875e-3
80,3.940140249744945,14.637631040823488,9.90234375,10.693359375,10.5322265625,9.2578125,10.78125,11.1181640625,10.6640625,8.73046875,10.4736328125,11.015625,10.6494140625,9.375,9.345703125,10.9130859375,11.6162109375,10.927734375,8.759765625,11.220703125,11.7626953125,11.1474609375,0.7366907084360719,2.021479303948581,0.0,0.8940696716308594,6.275426130741835e-2,0.0,0.5490705370903015,8.147209882736206e-2,1.3969838619232178e-2,1.0184012353420258e-2,5.893525667488575e-3,0.0,0.0,1.3969838619232178e-5,3.0174851417541504e-3
81,5.304987230879453,13.867476087377868,9.2138671875,9.931640625,9.84375,8.6279296875,10.0927734375,10.4296875,9.9755859375,8.1591796875,9.78515625,10.3271484375,9.9462890625,8.7451171875,8.7744140625,10.283203125,10.927734375,10.283203125,8.1884765625,10.5322265625,11.07421875,10.458984375,0.3586389357224107,1.0724033927544951,0.0,0.43663952965289354,2.4139881134033203e-2,0.0,0.2905289875343442,3.8333237171173096e-2,1.7462298274040222e-3,1.2730015441775322e-3,2.1827872842550278e-4,0.0,0.0,0.0,1.1175870895385742e-4
82,5.4584840148968325,12.848998733871515,8.408203125,9.0380859375,8.96484375,7.8662109375,9.2138671875,9.55078125,9.140625,7.3974609375,8.96484375,9.4482421875,9.1259765625,7.9248046875,7.96875,9.404296875,9.990234375,9.404296875,7.4267578125,9.6533203125,10.1220703125,9.5654296875,0.5490705370903015,1.2310378951951861,0.0,0.4161754623055458,2.124637831002474e-2,0.0,0.3586389357224107,4.71482053399086e-2,8.940696716308594e-4,1.7462298274040222e-3,3.771856427192688e-4,0.0,0.0,1.3969838619232178e-5,0.0
83,6.125945659546434,11.599655867904463,7.3388671875,7.91015625,7.8955078125,6.9287109375,8.14453125,8.49609375,8.0712890625,6.5185546875,7.8955078125,8.37890625,8.056640625,6.9873046875,7.0166015625,8.3349609375,8.935546875,8.3203125,6.5478515625,8.583984375,9.0380859375,8.49609375,0.7366907084360719,2.021479303948581,1.3969838619232178e-5,0.624994863756001,3.437104169279337e-2,0.0,0.457763671875,5.7220458984375e-2,1.7462298274040222e-3,3.836466930806637e-3,3.836466930806637e-3,0.0,0.0,1.3969838619232178e-5,0.0
84,5.480281001318533,10.29342626054949,6.0791015625,6.5771484375,6.5771484375,5.7861328125,6.8994140625,7.119140625,6.796875,5.4345703125,6.708984375,7.0458984375,6.796875,5.8740234375,5.9619140625,7.08984375,7.6171875,7.0458984375,5.419921875,7.3388671875,7.646484375,7.236328125,1.404592185281217,3.410605131648481,1.7462298274040222e-6,1.1900067329406738,5.2021932788193226e-2,0.0,0.7366907084360719,0.1035846071317792,8.579227142035961e-3,1.0184012353420258e-2,1.1977390386164188e-2,0.0,4.71482053399086e-5,2.1827872842550278e-4,1.3969838619232178e-5
85,5.049046623187387,9.31302240261396,5.33203125,5.8154296875,5.830078125,5.09765625,6.1376953125,6.3720703125,6.09375,4.8046875,5.9619140625,6.298828125,6.1083984375,5.185546875,5.2587890625,6.328125,6.8115234375,6.3427734375,4.775390625,6.5771484375,6.884765625,6.4892578125,1.2730015441775322,3.3294036984443665,0.0,0.9984715143218637,3.8333237171173096e-2,1.7462298274040222e-6,0.8286768570542336,9.581912308931351e-2,8.579227142035961e-3,1.1977390386164188e-2,5.893525667488575e-3,0.0,1.7462298274040222e-6,1.2730015441775322e-3,5.989568307995796e-4
86,5.434364643268391,8.5329957696414,4.5703125,4.9951171875,5.0830078125,4.4677734375,5.390625,5.625,5.33203125,4.1748046875,5.2001953125,5.537109375,5.3466796875,4.5556640625,4.6435546875,5.5810546875,6.0498046875,5.5810546875,4.1455078125,5.830078125,6.064453125,5.7275390625,0.8940696716308594,2.3881980450823903,1.7462298274040222e-6,0.6517767906188965,3.437104169279337e-2,0.0,0.5252013215795159,9.581912308931351e-2,4.791654646396637e-3,5.893525667488575e-3,1.7462298274040222e-3,0.0,1.7462298274040222e-6,4.71482053399086e-5,3.771856427192688e-4
87,4.4564751657127335,7.795224042538507,3.8232421875,4.1748046875,4.2626953125,3.779296875,4.5703125,4.8046875,4.5703125,3.5302734375,4.51171875,4.775390625,4.599609375,3.8671875,3.9404296875,4.8193359375,5.244140625,4.7607421875,3.45703125,5.009765625,5.244140625,4.9072265625,0.7366907084360719,2.079787664115429,0.0,0.5989568307995796,3.8333237171173096e-2,0.0,0.5252013215795159,9.581912308931351e-2,3.836466930806637e-3,3.836466930806637e-3,8.940696716308594e-4,0.0,4.71482053399086e-5,1.3969838619232178e-5,1.7462298274040222e-6
88,4.9120936064843495,7.424332249253012,3.4423828125,3.7939453125,3.8818359375,3.3984375,4.2041015625,4.423828125,4.189453125,3.1640625,4.130859375,4.4091796875,4.21875,3.486328125,3.57421875,4.453125,4.8046875,4.3798828125,3.1494140625,4.6435546875,4.86328125,4.4677734375,0.4795583663508296,1.4503905549645424,0.0,0.3233895404264331,2.7284841053187847e-2,0.0,0.3233895404264331,4.25887992605567e-2,3.771856427192688e-4,1.2730015441775322e-3,1.3969838619232178e-5,0.0,0.0,0.0,0.0
89,4.736989874384845,6.175676335499869,2.255859375,2.51953125,2.6220703125,2.3291015625,3.0029296875,3.1787109375,2.9736328125,2.138671875,2.9443359375,3.2080078125,3.017578125,2.431640625,2.5634765625,3.251953125,3.5595703125,3.1640625,2.0654296875,3.4423828125,3.603515625,3.2666015625,0.5020340904593468,1.3597682118415833,0.0,0.21827872842550278,2.7284841053187847e-2,0.0,0.3233895404264331,4.71482053399086e-2,8.940696716308594e-4,1.7462298274040222e-3,0.0,0.0,0.0,0.0,0.0
90,4.788127474464965,5.142039150293544,1.2451171875,1.4501953125,1.6259765625,1.435546875,1.93359375,2.1240234375,1.962890625,1.318359375,1.93359375,2.138671875,2.0068359375,1.494140625,1.6259765625,2.255859375,2.490234375,2.1533203125,1.1865234375,2.4462890625,2.4609375,2.255859375,0.457763671875,1.1106999590992928,0.0,0.21827872842550278,2.7284841053187847e-2,0.0,0.2905289875343442,4.71482053399086e-2,1.3969838619232178e-5,2.3242319002747536e-3,0.0,0.0,0.0,0.0,0.0
91,4.9473834089341295,4.4174293516500285,0.4248046875,0.556640625,0.7470703125,0.6884765625,1.1279296875,1.2451171875,1.142578125,0.6298828125,1.1279296875,1.318359375,1.1865234375,0.7470703125,0.9375,1.435546875,1.611328125,1.3330078125,0.498046875,1.5673828125,1.640625,1.376953125,0.5020340904593468,0.8940696716308594,0.0,0.2054421929642558,2.124637831002474e-2,0.0,0.2599734580144286,2.7284841053187847e-2,0.0,7.152557373046875e-3,0.0,0.0,0.0,0.0,0.0
92,4.640028903323938,3.9883092388049066,5.859375e-2,0.17578125,0.3662109375,0.3076171875,0.6884765625,0.8642578125,0.6884765625,0.2490234375,0.7470703125,0.9375,0.8056640625,0.4248046875,0.556640625,0.99609375,1.1865234375,0.9521484375,0.1171875,1.1865234375,1.201171875,0.99609375,0.43663952965289354,1.0349974036216736,0.0,0.21827872842550278,1.617183443158865e-2,0.0,0.3233895404264331,2.4139881134033203e-2,4.71482053399086e-5,7.152557373046875e-3,0.0,0.0,0.0,0.0,0.0
93,5.678635427222969,1.3606226638937415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3771856427192688,1.1106999590992928,0.0,0.15912519302219152,5.893525667488575e-3,0.0,0.2599734580144286,2.4139881134033203e-2,4.71482053399086e-5,3.836466930806637e-3,0.0,0.0,0.0,0.0,0.0
94,7.090734236961454,1.1858282407195695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7076142355799675,2.1392066264525056,1.3969838619232178e-5,0.3407103940844536,1.0184012353420258e-2,0.0,0.5020340904593468,6.275426130741835e-2,2.3242319002747536e-3,5.893525667488575e-3,0.0,0.0,0.0,0.0,1.3969838619232178e-5
95,6.346283511848157,0.5813702782110457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.908152480609715,4.689708002842963,1.3969838619232178e-5,0.9984715143218637,5.2021932788193226e-2,0.0,1.1106999590992928,0.19311904907226563,4.25887992605567e-2,1.617183443158865e-2,4.791654646396637e-3,0.0,2.3242319002747536e-3,8.940696716308594e-4,1.2730015441775322e-3
96,6.468448354674372,0.48981762053938216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7991423374041915,5.434504710137844,0.0,1.3159081572666764,6.863381713628769e-2,0.0,1.3159081572666764,0.2905289875343442,8.845177944749594e-2,2.4139881134033203e-2,3.836466930806637e-3,0.0,5.893525667488575e-3,1.7462298274040222e-3,8.579227142035961e-3
97,6.814499214189703,-0.48328108693010463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7991423374041915,6.629414856433868,0.0,2.1997466683387756,0.2054421929642558,1.7462298274040222e-6,1.2310378951951861,0.24553388357162476,0.11175870895385742,4.25887992605567e-2,1.3969838619232178e-2,0.0,5.893525667488575e-3,7.152557373046875e-3,1.1977390386164188e-2
98,6.880628339145471,0.4638273078032381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3242319002747536,7.424145005643368,1.3969838619232178e-5,3.0174851417541504,0.23163913283497095,1.7462298274040222e-6,1.8531130626797676,0.21827872842550278,0.1812988193705678,8.845177944749594e-2,3.8333237171173096e-2,0.0,7.152557373046875e-3,1.1977390386164188e-2,2.4139881134033203e-2
99,6.785615831155672,0.3900043984381608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7256831526756287,7.987772114574909,1.7462298274040222e-6,3.2495014602318406,0.3771856427192688,0.0,2.5196297792717814,0.1699710264801979,0.24553388357162476,0.1293746754527092,6.863381713628769e-2,0.0,5.893525667488575e-3,1.859385520219803e-2,2.4139881134033203e-2
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5871163234114647,7.287507760338485,0.0,3.5769474925473332,0.39636099245399237,0.0,2.5196297792717814,0.19311904907226563,0.21827872842550278,0.1293746754527092,8.147209882736206e-2,0.0,3.836466930806637e-3,2.124637831002474e-2,1.859385520219803e-2